,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2721,경기-평택-2021-01669,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191310119.jpg,[개] 믹스견,갈색,2021(년생),2(Kg),보호중,M,N,2개월추정,20211019,토진3길15-4,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) 
2722,경기-평택-2021-01668,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191210366.jpg,[개] 프렌치 불독,검정,2019(년생),10(Kg),보호중,M,N,"사람을 잘 따름, 매우 온순함",20211019,포승 119,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) 
2723,경기-평택-2021-01667,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191110232.jpg,[개] 믹스견,갈색,2016(년생),25(Kg),보호중,M,N,피부병,20211019,고덕면사무소뒤,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) 
2724,경기-평택-2021-01666,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191110325.jpg,[개] 진도견,흰색,2017(년생),25(Kg),보호중,M,N,경계함,20211019,동천리 372,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) 
2725,경기-평택-2021-01665,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191110622.jpg,[개] 믹스견,검정,2021(년생),1(Kg),보호중,M,N,탈수,20211019,서동대로 1214,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) 
2726,경기-평택-2021-01664,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191110416.jpg,[개] 믹스견,갈색,2021(년생),1(Kg),보호중,M,N,탈수,20211019,서동대로 1214,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) 
2727,경기-평택-2021-01663,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191110531.jpg,[개] 믹스견,갈색,2021(년생),1(Kg),보호중,M,N,1,20211019,서동대로 1214,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) 
2728,경기-평택-2021-01662,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191110445[1].jpg,[개] 믹스견,갈색,2021(년생),1(Kg),보호중,M,N,1개월추정,20211019,서동대로 1214,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) 
2729,경기-광명-2021-00249,20211019,20211101,http://www.animal.go.kr/files/shelter/2021/10/202110201110122.jpg,[고양이] 한국 고양이,갈백,2019(년생),5(Kg),보호중,M,N,왼쪽뒷다리골절추정. 교통사고추정. 예후불량. ,20211019,광명3동 32-59 부근,한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 한국야생동물보호협회
2730,경기-부천-2021-00854,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191210261.jpg,[개] 믹스견,흰,2018(년생),25(Kg),종료(반환),M,U,겁이 많음.,20211019,길주로 431번길17,부천시수의사회,032-323-4999,경기도 부천시 길주로 660 (춘의동) 
2731,경기-안양-2021-00212,20211019,20211101,http://www.animal.go.kr/files/shelter/2021/10/202110201010690.jpg,[개] 믹스견,흑백,2020(년생),6(Kg),보호중,M,N,순함. ,20211019,안양시청에서 인수,한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 
2732,경기-성남-2021-00691,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191810333.jpeg,[고양이] 스코티시폴드,백색,2019(년생),2.5(Kg),보호중,F,U,오드아이,20211019,여수동602,펫토피아동물병원,031-714-8392,"경기도 성남시 분당구 불정로 266 (수내동, 유신제일조합) "
2733,경기-성남-2021-00690,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191610574.jpg,[고양이] 한국 고양이,흑갈색,2021(년생),1.3(Kg),보호중,F,N,"3개월 추정, 상태관찰요함.",20211019,성남소방서,펫토피아동물병원,031-714-8392,"경기도 성남시 분당구 불정로 266 (수내동, 유신제일조합) "
2734,경기-성남-2021-00689,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191610831.jpg,[고양이] 한국 고양이,흑갈색,2021(년생),0.3(Kg),보호중,F,N,"6주 추정, 설사, 콧물.",20211019,은행동1932-6,펫토피아동물병원,031-714-8392,"경기도 성남시 분당구 불정로 266 (수내동, 유신제일조합) "
2735,경기-성남-2021-00688,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191310319.jpeg,[고양이] 한국 고양이,삼색,2021(년생),0.1(Kg),종료(자연사),F,N,"2일 추정, 인공수유, 설사.",20211019,창곡동500,펫토피아동물병원,031-714-8392,"경기도 성남시 분당구 불정로 266 (수내동, 유신제일조합) "
2736,경기-수원-2021-00756,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191710285.jpg,[기타축종] 토끼,"흰색, 검정색",2020(년생),1.3(Kg),보호중,M,N,우안 파열(봉합 수술 완),20211019,권선구 권중로 171(권선중앙공원),수원시 동물보호센터,031-228-3557,"경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터) 하동 40-10"
2737,경기-수원-2021-00755,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191710329.jpg,[고양이] 한국 고양이,"흑색, 갈색, 백색",2021(년생),0.19(Kg),보호중,F,N,　,20211019,팔달구 경수대로704번길 8,수원시 동물보호센터,031-228-3557,"경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터) 하동 40-10"
2738,경기-수원-2021-00754,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191610718.jpg,[고양이] 한국 고양이,"흑색, 백색",2021(년생),0.55(Kg),보호중,M,N,복부팽만,20211019,영통구 법조로149번길 84,수원시 동물보호센터,031-228-3557,"경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터) 하동 40-10"
2739,울산-울주-2021-00781,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/20211019141073.jpg,[개] 말티즈,흰색,2021(년생),4.5(Kg),보호중,M,N,상태양호,20211019,울주군 서문3길13,와우동물병원,052-225-0075,울산광역시 울주군 언양읍 읍성로 135 (언양읍) 
2740,울산-동구-2021-00330,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191810489.png,[고양이] 한국 고양이,삼색,2021(년생),0.38(Kg),종료(자연사),F,N,기력없음,20211019,진성15나길22-2 골목,일산동물의료센터,052-252-5878,울산광역시 동구 방어진순환도로 645 (일산동) 
2741,울산-동구-2021-00329,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191410278.png,[고양이] 한국 고양이,삼색,2021(년생),0.21(Kg),보호중,F,N,허퍼스,20211019,화정동787-1 창고,일산동물의료센터,052-252-5878,울산광역시 동구 방어진순환도로 645 (일산동) 
2742,울산-중구-2021-00363,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110192310715.jpg,[개] 프렌치 불독,황색,2017(년생),3.90(Kg),보호중,M,N,활력저하 식욕저하,20211019,우정동,산타클라라동물병원,052-244-4296,울산광역시 중구 다운로 1 (다운동) 
2743,대전-대덕-2021-00278,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/20211019171095.jpg,[개] 웰시 코기 펨브로크,황백,2021(년생),5(Kg),보호중,F,U, ,20211019,대전광역시 대덕구 송촌로41번길 1층 주변,대전동물보호센터,042-825-1118,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터
2744,대전-중구-2021-00333,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191810376.png,[개] 믹스견,백황색,2019(년생),4.00(Kg),종료(반환),F,U,21-327-328 동시구조(2마리) ,20211019,대전광역시 중구 태평동 377-27번지 주변,대전동물보호센터,042-825-1118,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터
2745,대전-중구-2021-00332,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191810934.png,[개] 믹스견,백색,2019(년생),4.00(Kg),종료(반환),F,U,21-327-328 동시구조(2마리),20211019,대전광역시 중구 태평동 377-27번지 주변,대전동물보호센터,042-825-1118,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터
2746,광주-광산-2021-00695,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191610208.jpg,[개] 믹스견,흰,2020(년생),1.5(Kg),보호중,M,N,"21-1235 숭늉, 목줄착용(분홍색)",20211019,광산구 평동,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주공역시 동물보호소
2747,광주-광산-2021-00694,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191510941.jpg,[고양이] 한국 고양이,"갈,흰",2021(년생),0.2(Kg),보호중,M,N,21-8246,20211019,광산구 장덕동,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주공역시 동물보호소
2748,광주-광산-2021-00693,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/20211019151079.jpg,[고양이] 한국 고양이,"갈,흰",2021(년생),0.2(Kg),보호중,M,N,21-8245,20211019,광산구 장덕동,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주공역시 동물보호소
2749,광주-광산-2021-00692,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/20211019151071.jpg,[고양이] 한국 고양이,"갈,흰",2021(년생),0.2(Kg),보호중,M,N,21-8244,20211019,광산구 장덕동,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주공역시 동물보호소
2750,광주-광산-2021-00691,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191510682.jpg,[고양이] 한국 고양이,"갈,흰",2021(년생),0.2(Kg),종료(자연사),M,N,21-8243,20211019,광산구 장덕동,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주공역시 동물보호소
2751,광주-광산-2021-00690,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191510492.jpg,[고양이] 한국 고양이,"갈,흰",2021(년생),0.2(Kg),종료(자연사),M,N,21-8242,20211019,광산구 장덕동,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주공역시 동물보호소
2752,광주-광산-2021-00689,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191510952.jpg,[고양이] 한국 고양이,"갈,흰",2021(년생),0.3(Kg),보호중,M,N,21-8241,20211019,광산구 선암동,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주공역시 동물보호소
2753,광주-광산-2021-00688,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191310821[1].jpg,[개] 푸들,"횐,흰",2021(년생),2(Kg),종료(반환),F,U,21-1230 키위,20211019,광산구 월계동,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주공역시 동물보호소
2754,광주-북구-2021-00843,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191610567.jpg,[개] 믹스견,"검,갈,흰",2021(년생),1.5(Kg),종료(반환),M,N,21-1234 세계,20211019,북구 용봉동,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소
2755,광주-북구-2021-00842,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191610339.jpg,[개] 믹스견,"갈,검",2021(년생),1.5(Kg),종료(반환),M,N,21-1233 와우,20211019,북구 용봉동,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소
2756,광주-북구-2021-00841,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/20211019131010.jpg,[개] 시츄,"흰,갈",2017(년생),3(Kg),종료(반환),F,U,21-1231,20211019,북구 일곡동,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소
2757,광주-북구-2021-00840,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191210231.jpg,[개] 푸들,검,2021(년생),4(Kg),종료(반환),F,U,21-1229 사월,20211019,북구 문흥동,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소
2758,광주-남구-2021-00430,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191510757.jpg,[고양이] 한국 고양이,"갈,흰",2021(년생),0.1(Kg),종료(자연사),F,N,21-8240,20211019,남구 백운동,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소
2759,광주-남구-2021-00429,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191510912.jpg,[고양이] 한국 고양이,"갈,흰",2021(년생),0.1(Kg),종료(자연사),M,N,21-8239,20211019,남구 백운동,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소
2760,광주-남구-2021-00428,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191510997.jpg,[고양이] 한국 고양이,"갈,흰",2021(년생),0.1(Kg),종료(자연사),F,N,21-8238,20211019,남구 백운동,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소
2761,광주-서구-2021-00513,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/20211019131060.jpg,[개] 믹스견,"검,흰",2017(년생),4.5(Kg),종료(반환),M,N,"21-1232 알바, 목줄착용(분홍)",20211019,서구 금호119,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소
2762,광주-서구-2021-00512,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/20211019131092.jpg,[개] 푸들,흰,2020(년생),6(Kg),보호중,M,N,21-1228 루체,20211019,서구 금호동,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소
2763,광주-서구-2021-00511,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191310763.jpg,[개] 푸들,갈,2017(년생),4.4(Kg),보호중,M,Y,21-1227 벨라,20211019,서구 화정동,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소
2764,인천-서구-2021-00821,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191710519.jpg,[고양이] 한국 고양이,치즈냥,2021(년생),0.36(Kg),보호중,M,N,3주추정.얌전함.코딱지 있음. 예쁨,20211019,왕길동91,가정동물병원,032-575-0833,인천광역시 서구 가정로 346 (가정동) 
2765,인천-서구-2021-00820,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191710962[1].jpg,[고양이] 한국 고양이,고등어,2021(년생),0.3(Kg),보호중,F,N,3주추정. 깨끗함.귀여움.머리큼.혼자입소,20211019,마전동1125-5,가정동물병원,032-575-0833,인천광역시 서구 가정로 346 (가정동) 
2766,인천-서구-2021-00819,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191710338.jpg,[개] 믹스견,흰색,2020(년생),18(Kg),보호중,F,N,생리중임. 순하고 착함,20211019,오류동1708-3,가정동물병원,032-575-0833,인천광역시 서구 가정로 346 (가정동) 
2767,대구-수성-2021-00673,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191810853.jpg,[고양이] 한국 고양이,치즈,2021(년생),0.44(Kg),보호중,M,N,감기 기운 조금 있음.,20211019,수성3가 롯데캐슬 정문 앞,신세계동물병원,053-751-6693,대구광역시 수성구 수성동1가 명덕로 393 (수성동1가) 
2768,대구-수성-2021-00672,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191710314[2].jpg,[고양이] 한국 고양이,치즈태비,2021(년생),0.4(Kg),보호중,M,N,-,20211019,청호로92길35,제니스동물병원,053-756-8293,대구광역시 수성구 달구벌대로 2475 (범어동) 
2769,대구-수성-2021-00671,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191710255.jpg,[고양이] 한국 고양이,검정.흰색,2021(년생),0.6(Kg),보호중,M,N,-,20211019,만촌이마트 근처,제니스동물병원,053-756-8293,대구광역시 수성구 달구벌대로 2475 (범어동) 
2770,대구-수성-2021-00669,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/20211019131015.jpg,[고양이] 한국 고양이,치즈,2021(년생),0.28(Kg),보호중,Q,N,3주 추정 깜찍함,20211019,자택 창고,펫동물병원,053-474-9820,대구광역시 수성구 달구벌대로 3144 (노변동) 펫동물병원
2771,대구-수성-2021-00668,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191310991[1].jpg,[고양이] 한국 고양이,치즈,2021(년생),0.28(Kg),보호중,Q,N,3주 추정 귀여움,20211019,자택 창고,펫동물병원,053-474-9820,대구광역시 수성구 달구벌대로 3144 (노변동) 펫동물병원
2772,대구-수성-2021-00667,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191110826.jpg,[개] 믹스견,흰색.갈색,2018(년생),7(Kg),종료(반환),F,U,순하고 잘 따름,20211019,파동로136,제니스동물병원,053-756-8293,대구광역시 수성구 달구벌대로 2475 (범어동) 
2773,대구-수성-2021-00666,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191110243.jpg,[고양이] 한국 고양이,삼색이,2021(년생),1(Kg),보호중,F,N,"우측눈 결막염, 얼굴곰팡이성 피부병의증",20211019,파동로98,허동물병원,053-752-7535,대구광역시 수성구 수성동2가 명덕로 421 (수성동2가) 허동물병원
2774,대구-서구-2021-00574,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191610514.jpg,[기타축종] 닭,흰색,2021(년생),0.6(Kg),보호중,Q,U,"체중,성별,나이 등 - 미상",20211019,대평중학교,대구수의사회(아이펫),053-573-1175,대구광역시 서구 서대구로 64 (평리동) 
2775,대구-서구-2021-00573,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191210851[1].jpg,[고양이] 한국 고양이,흑갈색태비,2021(년생),0.3(Kg),보호중,F,N,.,20211019,진달래아파트내,대구시수의사회(더난),053-552-0075,대구광역시 서구 국채보상로 176 (중리동) 
2776,부산-기장-2021-00412,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191610501[1].jpg,[개] 믹스견,흰색,2016(년생),24(Kg),보호중,M,N,예민함,20211019,철마면 장전리 583-20,누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) 
2777,부산-기장-2021-00411,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191610933.jpg,[개] 믹스견,검정+갈색,2021(년생),1.7(Kg),보호중,M,N,기력저하,20211019,정관읍 산단1로 124,누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) 
2778,부산-기장-2021-00410,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191610446[1].jpg,[개] 믹스견,검정+흰색,2016(년생),5(Kg),보호중,F,U,예민함,20211019,정관읍 산단1로 124,누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) 
2779,부산-연제-2021-00308,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191310405.jpg,[고양이] 고양이,흰색/검정색,2021(년생),0.02(Kg),보호중,M,N,3개월령 미만(추정),20211019,월드컵대로 41 교무실,청조동물병원,051-503-0688,부산광역시 연제구 온천천남로 4 (연산동) 
2780,부산-연제-2021-00307,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110190910100.jpg,[고양이] 고양이,흰색/황토색,2021(년생),0.02(Kg),보호중,F,N,3개월령 미만(추정),20211019,고분로253번길 21-1,청조동물병원,051-503-0688,부산광역시 연제구 온천천남로 4 (연산동) 
2781,부산-강서-2021-00651,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110192310980.jpg,[고양이] 한국 고양이,갈검,2017(년생),2.5(Kg),보호중,Q,U,"교통사고로인한하지마비,기력없음",20211019,녹산파출소 부근,부산동물보호센터,051-832-7119,부산광역시 강서구 군라2길 206 (대저2동) 
2782,부산-강서-2021-00650,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110192310654.jpg,[개] 믹스견,갈검흰,2021(년생),1.7(Kg),보호중,F,U,"4두,겁이많음,처진귀가매력적",20211019,대저1동 14통 3반 5321번지,부산동물보호센터,051-832-7119,부산광역시 강서구 군라2길 206 (대저2동) 
2783,부산-강서-2021-00649,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110192310149.jpg,[개] 믹스견,갈검흰,2021(년생),1.9(Kg),보호중,M,U,"4두,겁이많음,처진귀가매력적",20211019,대저1동 14통 3반 5321번지,부산동물보호센터,051-832-7119,부산광역시 강서구 군라2길 206 (대저2동) 
2784,부산-강서-2021-00648,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110192310456.jpg,[개] 믹스견,갈검흰,2021(년생),1.9(Kg),보호중,F,U,"4두,겁이많음,처진귀가매력적",20211019,대저1동 14통 3반 5321번지,부산동물보호센터,051-832-7119,부산광역시 강서구 군라2길 206 (대저2동) 
2785,부산-강서-2021-00647,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110192310150.jpg,[개] 믹스견,갈검흰,2021(년생),1.7(Kg),보호중,F,U,"4두,겁이많음,처진귀가매력적",20211019,대저1동 14통 3반 5321번지,부산동물보호센터,051-832-7119,부산광역시 강서구 군라2길 206 (대저2동) 
2786,부산-동구-2021-00118,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191710177.jpg,[고양이] 한국 고양이,"고등어(흰색 배와 다리, 등은 검갈색)",2020(년생),1(Kg),보호중,F,N,너무 귀여움,20211019,수정동로 20 인근,사단법인 하얀비둘기,051-293-9779,부산광역시 강서구 제도로 726 (강동동) 
2787,부산-동구-2021-00117,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191610272[1].jpg,[고양이] 한국 고양이,"흰색, 검갈색 무늬",2021(년생),1.4(Kg),보호중,F,N,허약. 쥐약 섭취 의심,20211019,동구 범일로90번길 16-5,사단법인 하얀비둘기,051-293-9779,부산광역시 강서구 제도로 726 (강동동) 
2788,부산-서구-2021-00389,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110192310759.jpg,[개] 믹스견,검흰,2021(년생),1.5(Kg),보호중,F,U,"겁이많음,경계심이있음",20211019,암남공원 공영주차장,부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) 
2789,서울-관악-2021-00501,20211019,20211029,http://www.animal.go.kr/files/shelter/2021/10/202110191310690.jpg,[개] 말티즈,흰색,2019(년생),3(Kg),종료(반환),F,N,"순하고사람잘따름,눈물자국,칩없음",20211019,신림역부근,러브펫종합동물병원,02-837-8875,서울특별시 관악구 남부순환로 1429 (신림동) 
2790,전남-완도-2021-00201,20211027,20211108,http://www.animal.go.kr/files/shelter/2021/10/202110271110338.png,[개] 믹스견,흰색 ,2017(년생),8(Kg),보호중,F,N,흰색 진도 믹스 ,20211018,노화읍 대림수산,유기동물임시보호센터,061-550-5741,전라남도 완도군 신지면 신지로6번길 23-89 (신지면) 
2791,전남-완도-2021-00199,20211027,20211108,http://www.animal.go.kr/files/shelter/2021/10/202110271110664.png,[개] 믹스견,흰색,2021(년생),2(Kg),보호중,F,N,흰색 자견,20211018,노화읍 대림수산,유기동물임시보호센터,061-550-5741,전라남도 완도군 신지면 신지로6번길 23-89 (신지면) 
2792,전남-완도-2021-00198,20211027,20211108,http://www.animal.go.kr/files/shelter/2021/10/202110271110285.png,[개] 믹스견,황갈색,2018(년생),5(Kg),보호중,F,N,황갈색 배 흰색,20211018,노화읍 대림수산,유기동물임시보호센터,061-550-5741,전라남도 완도군 신지면 신지로6번길 23-89 (신지면) 
2793,경기-안성-2021-00764,20211026,20211105,http://www.animal.go.kr/files/shelter/2021/10/202110251210801.jpg,[개] 믹스견,검정/흰색/ 갈색,2018(년생),20(Kg),보호중,F,N,사람 잘 따름,20211018,한운리 290번지 부근,이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1 (봉남동) 
2794,강원-홍천-2021-00202,20211021,20211101,http://www.animal.go.kr/files/shelter/2021/10/202110210910254.jpeg,[개] 믹스견,검정,2018(년생),3.10(Kg),보호중,F,U,없음,20211018,내촌면 화상대리 61번지,홍천군유기동물보호소,033-434-9435,"강원도 홍천군 화촌면 둔덕이길 68 (화촌면, 홍천군유기동물보호센터) "
2795,인천-강화-2021-00545,20211021,20211101,http://www.animal.go.kr/files/shelter/2021/10/202110211610809.jpg,[고양이] 한국 고양이,"검은색,연갈색",2021(년생),0.60(Kg),보호중,F,N,생후50일령 추정,20211018,신문리621-1 내,베스트동물병원,032-934-9340,"인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러) "
2796,인천-강화-2021-00544,20211021,20211101,http://www.animal.go.kr/files/shelter/2021/10/202110211610331[1].jpg,[개] 믹스견,"흰색,갈색",2019(년생),9.40(Kg),보호중,F,N,넓고 바랜 붉은색 목테 착용,20211018,선원면 주민센터 부근,베스트동물병원,032-934-9340,"인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러) "
2797,인천-강화-2021-00543,20211021,20211101,http://www.animal.go.kr/files/shelter/2021/10/202110211610481.jpg,[개] 믹스견,"흰색,검은색",2016(년생),11.64(Kg),보호중,M,N,입주변 제외하고 머리부분 검은색,20211018,신문리158,베스트동물병원,032-934-9340,"인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러) "
2798,인천-강화-2021-00542,20211021,20211101,http://www.animal.go.kr/files/shelter/2021/10/202110211510653.jpg,[개] 믹스견,검은색,2019(년생),7.38(Kg),보호중,F,N,가슴 가운데 흰색 털,20211018,대산리931-5,베스트동물병원,032-934-9340,"인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러) "
2799,부산-수영-2021-00287,20211021,20211101,http://www.animal.go.kr/files/shelter/2021/10/20211021131035.jpg,[고양이] 믹스묘,갈색+흰색,2021(년생),0.74(Kg),보호중,M,N,"기력저하, 마름, 영양상태불량",20211018,수영로 648,누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) 
2800,부산-수영-2021-00286,20211021,20211101,http://www.animal.go.kr/files/shelter/2021/10/202110211310411.jpg,[개] 믹스견,흰색,2021(년생),6.2(Kg),종료(반환),M,Y,순함,20211018,수영역 역무실,누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) 
2801,부산-수영-2021-00285,20211021,20211101,http://www.animal.go.kr/files/shelter/2021/10/202110211310784.jpg,[개] 믹스견,검정+갈색,2021(년생),2.25(Kg),보호중,M,N,"순한, 사람 좋아함",20211018,광안해변로 239,누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) 
2802,경남-밀양-2021-01663,20211020,20211101,http://www.animal.go.kr/files/shelter/2021/10/202110202310559.jpg,[개] 믹스견,화이트,2018(년생),8(Kg),보호중,F,N,순하고 눈이 선한 아이,20211018,내이동 예비군 부대,밀양시동물보호센터,010-5656-6665,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) 
2803,경남-밀양-2021-01662,20211020,20211101,http://www.animal.go.kr/files/shelter/2021/10/202110202310508.jpg,[개] 믹스견,화이트,2018(년생),10(Kg),보호중,F,N,경계심 강한아이.. 친해질 시간 필요 ,20211018,산외 남기리 긴늪솔밭,밀양시동물보호센터,010-5656-6665,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) 
